,Bacteria,NP_Synthesis,Drug,Drug_class_drug_bank,Drug_dose,NP_concentration,NP size_min,NP size_max,shape,method,ZOI_drug,ZOI_drug_NP,MDR_check
177,Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,19.0,21.0,0
178,Enterococcus faecalis,green_synthesis using extract of Klebsiella pneumoniae,Chloramphenicol,Benzene and substituted derivatives,10.0,10.0,20.0,20.0,spherical,disc_diffusion,19.0,21.0,0
179,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,21.0,21.0,0
180,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,21.0,21.0,0
181,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,21.0,21.0,0
182,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,21.0,21.0,0
183,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,21.0,21.0,0
184,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,21.0,21.0,0
185,Pseudomonas aeruginosa,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycosides,20.0,20.0,10.0,78.9,spherical,well_diffusion,2.8,20.8,0
186,Pseudomonas aeruginosa,green_synthesis from fungus  Phytophthora infestans,Neomycin,NC,360.88275862068963,33.77049180327869,5.0,80.0,spherical,disc_diffusion,0.0,20.0,1
187,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,20.0,0
188,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,11.0,20.0,0
189,Salmonella typhimurium,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10.0,5.0,40.0,spherical,disc_diffusion,11.0,20.0,0
190,Salmonella typhimurium,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,11.0,20.0,0
191,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,360.88275862068963,100.0,5.0,30.0,spherical,disc_diffusion,12.0,20.0,0
192,Salmonella typhimurium,green_synthesis  by Bacillus sp.,Chloramphenicol,Benzene and substituted derivatives,50.0,10.0,14.0,42.0,spherical,disc_diffusion,13.0,20.0,0
193,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,20.0,0
195,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,20.0,0
196,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,360.88275862068963,100.0,5.0,30.0,spherical,disc_diffusion,16.0,20.0,0
197,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,20.0,0
198,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,20.0,0
199,Micrococcus luteus,green_synthesis from fungus  Aspergillus flavus,Imipenem,Lactams,360.88275862068963,100.0,5.0,30.0,spherical,disc_diffusion,18.0,20.0,0
201,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,20.0,0
202,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,20.0,0
203,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,20.0,0
204,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
205,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
206,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
207,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
208,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
209,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
210,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
211,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
212,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
213,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
214,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
215,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
216,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
217,Serratia odorifera,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
218,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
219,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
220,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,20.0,20.0,0
221,Acinetobacter baumannii,green_synthesis using C. zylinicum aqueous extracts,Gentamicin,Aminoglycosides,20.0,20.0,10.0,78.9,spherical,well_diffusion,17.3,19.9,0
222,Staphylococcus aureus,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10.0,5.0,40.0,spherical,disc_diffusion,11.0,19.0,0
223,Staphylococcus aureus,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,11.0,19.0,0
224,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,13.0,19.0,0
225,Salmonella typhimurium,green_synthesis  using fungus Trichoderma,Kanamycin,Organooxygen compounds,10.0,10.0,5.0,40.0,spherical,disc_diffusion,13.0,19.0,0
226,Salmonella typhimurium,green_synthesis from fungus Trichoderma viride,Kanamycin,Organooxygen compounds,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,13.0,19.0,0
228,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,19.0,0
229,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,19.0,0
230,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,19.0,0
231,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,19.0,19.0,0
232,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.5,18.5,0
234,Acinetobacter baumannii,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,8.0,18.0,0
235,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,9.0,18.0,0
236,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,10.0,18.0,0
237,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100.0,5.0,30.0,spherical,disc_diffusion,14.0,18.0,0
238,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,18.0,0
239,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,18.0,0
240,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,18.0,0
241,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,18.0,0
242,Neisseria mucosa,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,18.0,0
243,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,18.0,0
244,Klebsiella pneumoniae,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100.0,5.0,30.0,spherical,disc_diffusion,16.0,18.0,0
245,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
246,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
247,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Doxycycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
248,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Erythromycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
249,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
250,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
251,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
252,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
253,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
254,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
255,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
256,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
257,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
258,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
259,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,18.0,18.0,0
260,Staphylococcus epidermidis,green_synthesis  by Bacillus sp.,Ciprofloxacin,"
Quinolines and derivatives",30.0,10.0,14.0,42.0,spherical,disc_diffusion,18.0,18.0,0
261,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,Vancomycin,Carboxylic acids and derivatives,30.0,100.0,5.0,30.0,spherical,disc_diffusion,0.0,17.0,1
262,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,17.0,0
263,Micrococcus luteus,green_synthesis  using fungus Trichoderma,Ampicillin,Lactams,10.0,10.0,5.0,40.0,spherical,disc_diffusion,10.0,17.0,0
264,Micrococcus luteus,green_synthesis from fungus Trichoderma viride,Ampicillin,Lactams,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,10.0,17.0,0
265,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,14.0,17.0,0
266,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,17.0,0
267,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,17.0,0
268,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,17.0,0
269,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
270,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
271,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
272,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
273,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
274,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
275,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
276,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
277,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Gentamicin,Aminoglycosides,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
278,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
279,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
280,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
281,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Tetracycline,Tetracyclines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,17.0,17.0,0
282,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100.0,5.0,30.0,spherical,disc_diffusion,0.0,16.0,1
283,Acinetobacter baumannii,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100.0,5.0,30.0,spherical,disc_diffusion,0.0,16.0,1
284,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,16.0,0
285,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Nitrofurantoin,Azolidines,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,16.0,0
286,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Penicillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,16.0,0
287,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,16.0,0
288,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Vancomycin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,16.0,0
289,Pseudomonas aeruginosa,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,8.0,16.0,0
290,Escherichia coli,green_synthesis  using fungus Trichoderma,Kanamycin,Organooxygen compounds,10.0,10.0,5.0,40.0,spherical,disc_diffusion,12.0,16.0,0
291,Escherichia coli,green_synthesis from fungus Trichoderma viride,Kanamycin,Organooxygen compounds,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,12.0,16.0,0
292,Escherichia coli,green_synthesis  using fungus Trichoderma,Erythromycin,Organooxygen compounds,10.0,10.0,5.0,40.0,spherical,disc_diffusion,13.0,16.0,0
293,Escherichia coli,green_synthesis from fungus Trichoderma viride,Erythromycin,Organooxygen compounds,10.0,33.77049180327869,5.0,40.0,spherical,disc_diffusion,13.0,16.0,0
294,Escherichia coli,green_synthesis using Dioscorea bulbifera tuber extract ,Kanamycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,14.0,16.0,0
295,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,15.0,16.0,0
297,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Amoxicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
298,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Cefotaxime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
299,Salmonella typhimurium,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftazidime,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
300,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
301,Proteus mirabilis,green_synthesis using Dioscorea bulbifera tuber extract ,Chloramphenicol,Benzene and substituted derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
302,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Polymyxin,NC,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
303,Bacillus subtilis,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
304,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
305,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Streptomycin,Organooxygen compounds,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
306,Enterobacter cloacae,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,16.0,16.0,0
307,Staphylococcus aureus,green_synthesis by Klebsiella pneumoniae,Cephalexin ,Lactams,30.0,10.0,5.0,32.0,spherical,disc_diffusion,16.0,16.0,0
308,Proteus vulgaris,green_synthesis using Withania coagulans fruits extract,Levofloxacin,"
Quinolines and derivatives",360.88275862068963,33.77049180327869,10.0,40.0,spherical,MIC,32.0,16.0,0
309,Klebsiella sp.,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,64.0,16.0,0
310,Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Ceftazidime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,64.0,16.0,0
311,Proteus sp.,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,1000.0,16.0,1
312,Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Cefepime,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,1000.0,16.0,1
313,Escherichia coli,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,1000.0,16.0,1
314,Pseudomonas aeruginosa,green_synthesis using extract of acinetobacter baumannii,Ceftriaxone,Lactams,360.88275862068963,33.77049180327869,1.0,9.0,spherical,MIC,1000.0,16.0,1
315,Escherichia coli,chem_synthesis_reduction_by_D_maltose,Gentamicin,Aminoglycosides,360.88275862068963,33.77049180327869,4.0,10.0,spherical,MIC,32.0,16.0,1
316,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Rifampicin,Macrolactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,10.0,15.3,0
317,Pseudomonas aeruginosa,green_synthesis from fungus  Aspergillus flavus,ciprofloxacin,"
Quinolines and derivatives",10.0,100.0,5.0,30.0,spherical,disc_diffusion,0.0,15.0,1
318,Staphylococcus aureus,green_synthesis from fungus  Aspergillus flavus,Trimethoprim,Phenol ethers,2.5,100.0,5.0,30.0,spherical,disc_diffusion,0.0,15.0,1
319,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Ampicillin,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,15.0,0
320,Klebsiella pneumoniae,green_synthesis using Dioscorea bulbifera tuber extract ,Faropenem,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,15.0,0
321,Acinetobacter baumannii,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,15.0,0
322,Pseudomonas koreensis,green_synthesis using Dioscorea bulbifera tuber extract ,Piperacillin,Carboxylic acids and derivatives,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,15.0,0
323,Vibrio parahaemolyticus,green_synthesis using Dioscorea bulbifera tuber extract ,Trimethoprim,Phenol ethers,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,7.0,15.0,0
324,Enterococcus faecalis,green_synthesis from fungus  Aspergillus flavus,Gentamicin,Aminoglycosides,10.0,100.0,5.0,30.0,spherical,disc_diffusion,8.0,15.0,0
325,Staphylococcus aureus,green_synthesis  by Bacillus sp.,Erythromycin,Organooxygen compounds,15.0,10.0,14.0,42.0,spherical,disc_diffusion,10.0,15.0,0
326,Staphylococcus aureus,green_synthesis using Dioscorea bulbifera tuber extract ,Amikacin,"
Organooxygen compounds",500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,11.0,15.0,0
327,Haemophilus influenzae,green_synthesis using Dioscorea bulbifera tuber extract ,Ceftriaxone,Lactams,500.0,30.0,8.0,20.0,nanorods and triangles,disc_diffusion,13.0,15.0,0
